CustomerID,Recency,Frequency,MonetaryValue,Tenure,Cluster,Segment_Name,Churn_Risk
15253.0,16,53,918.1999999999999,170,2,Promising,Low
15254.0,127,18,300.36,127,1,At Risk,Critical
15255.0,67,47,890.85,67,0,Champions,High
15256.0,149,6,98.45,149,1,At Risk,Critical
15257.0,283,7,317.15,283,1,At Risk,Critical
15258.0,169,34,623.16,217,1,At Risk,Critical
15260.0,100,60,1390.27,234,1,At Risk,Critical
15261.0,135,19,254.82,135,1,At Risk,Critical
15262.0,324,10,178.95000000000002,324,1,At Risk,Critical
15263.0,107,12,156.51,107,1,At Risk,Critical
15264.0,64,23,393.74,64,0,Champions,High
15265.0,151,82,1506.1200000000001,236,1,At Risk,Critical
15266.0,338,6,119.3,338,1,At Risk,Critical
15267.0,22,11,1717.36,183,1,At Risk,Low
15269.0,24,2,408.8,24,0,Champions,Low
15270.0,16,41,2379.49,310,2,Promising,Low
15271.0,7,274,2507.07,365,2,Promising,Low
15272.0,57,63,721.94,86,0,Champions,Medium
15274.0,4,47,716.57,18,0,Champions,Low
15275.0,38,41,615.14,38,0,Champions,Medium
15276.0,66,52,135.31,66,0,Champions,High
15277.0,47,12,255.89999999999998,47,0,Champions,Medium
15279.0,355,19,290.51,355,1,At Risk,Critical
15280.0,172,16,113.12,172,1,At Risk,Critical
15281.0,59,139,2332.15,333,2,Promising,Medium
15286.0,50,3,240.55,50,0,Champions,Medium
15287.0,22,20,486.69,71,0,Champions,Low
15288.0,43,88,2306.52,365,2,Promising,Medium
15289.0,29,58,939.78,250,2,Promising,Low
15290.0,5,204,7943.22,359,2,Promising,Low
15291.0,26,101,4339.5,358,2,Promising,Low
15292.0,201,25,180.94,201,1,At Risk,Critical
15296.0,51,194,3672.86,327,2,Promising,Medium
15297.0,10,39,641.94,64,0,Champions,Low
15298.0,2,175,4402.3,338,2,Promising,Low
15299.0,67,4,2672.0,264,1,At Risk,High
15300.0,64,28,496.44,64,0,Champions,High
15301.0,51,209,4396.9800000000005,268,2,Promising,Medium
15303.0,290,31,574.02,290,1,At Risk,Critical
15304.0,61,18,571.25,282,1,At Risk,High
15306.0,64,58,1174.35,148,2,Promising,High
15307.0,96,12,205.3,96,1,At Risk,Critical
15308.0,274,19,310.47,274,1,At Risk,Critical
15311.0,1,2294,59416.19,365,2,Promising,Low
15312.0,75,47,924.85,354,1,At Risk,High
15313.0,110,1,52.0,110,1,At Risk,Critical
15314.0,199,24,327.97,199,1,At Risk,Critical
15315.0,64,37,570.5,116,1,At Risk,High
15316.0,327,1,165.0,327,1,At Risk,Critical
15318.0,4,33,312.62,4,0,Champions,Low
15319.0,284,16,204.5,284,1,At Risk,Critical
15320.0,44,36,267.13,44,0,Champions,Medium
15321.0,71,95,2748.31,292,2,Promising,High
15322.0,86,42,679.68,86,1,At Risk,High
15325.0,104,49,162.29,104,1,At Risk,Critical
15326.0,334,29,311.71,334,1,At Risk,Critical
15327.0,53,10,208.75,53,0,Champions,Medium
15329.0,39,57,1049.7,172,2,Promising,Medium
15330.0,32,13,714.96,61,0,Champions,Medium
15333.0,208,16,1028.56,208,1,At Risk,Critical
15334.0,157,99,351.67,173,1,At Risk,Critical
15335.0,54,36,173.97,54,0,Champions,Medium
15339.0,66,86,574.07,318,1,At Risk,High
15341.0,81,17,2020.52,81,1,At Risk,High
15342.0,130,24,406.09,130,1,At Risk,Critical
15343.0,87,21,364.5,87,1,At Risk,High
15344.0,1,26,563.94,74,0,Champions,Low
15345.0,46,20,393.54,46,0,Champions,Medium
15346.0,333,17,252.42000000000002,333,1,At Risk,Critical
15348.0,72,9,158.04,72,0,Champions,High
15349.0,158,72,473.81,187,1,At Risk,Critical
15351.0,12,174,1685.44,79,2,Promising,Low
15353.0,255,51,465.37,255,1,At Risk,Critical
15355.0,29,14,277.05,53,0,Champions,Low
15356.0,31,466,2616.28,361,2,Promising,Medium
15358.0,5,510,7722.65,338,2,Promising,Low
15360.0,40,13,427.93,40,0,Champions,Medium
15361.0,362,7,418.92,362,1,At Risk,Critical
15364.0,96,29,913.19,254,1,At Risk,Critical
15365.0,26,114,2314.32,315,2,Promising,Low
15366.0,75,44,602.51,358,1,At Risk,High
15367.0,57,95,1877.59,275,2,Promising,Medium
15368.0,21,4,446.94000000000005,21,0,Champions,Low
15370.0,41,94,2386.05,333,2,Promising,Medium
15372.0,137,27,2007.3999999999999,137,1,At Risk,Critical
15373.0,8,121,2081.61,360,2,Promising,Low
15374.0,129,3,168.0,129,1,At Risk,Critical
15376.0,40,117,1233.3600000000001,222,2,Promising,Medium
15379.0,169,194,3703.29,358,2,Promising,Critical
15380.0,9,36,1690.2600000000002,365,2,Promising,Low
15381.0,214,8,596.85,268,1,At Risk,Critical
15382.0,15,302,5955.71,296,2,Promising,Low
15384.0,170,41,642.41,360,1,At Risk,Critical
15385.0,40,12,316.88,40,0,Champions,Medium
15386.0,186,31,394.14,186,1,At Risk,Critical
15388.0,270,10,140.54,270,1,At Risk,Critical
15389.0,172,1,500.0,172,1,At Risk,Critical
15392.0,5,84,1535.53,360,2,Promising,Low
15393.0,16,12,231.86,281,1,At Risk,Low
15394.0,10,85,2183.54,359,2,Promising,Low
15395.0,326,7,107.45,326,1,At Risk,Critical
15396.0,113,14,288.18,113,1,At Risk,Critical
15397.0,290,6,94.0,290,1,At Risk,Critical
15398.0,16,73,1345.53,78,2,Promising,Low
15399.0,1,50,815.77,79,0,Champions,Low
15400.0,92,12,716.2,279,1,At Risk,Critical
15402.0,149,42,626.77,196,1,At Risk,Critical
15405.0,189,8,349.1,189,1,At Risk,Critical
15406.0,31,53,510.71000000000004,301,1,At Risk,Medium
15407.0,34,153,1056.44,305,2,Promising,Medium
15408.0,264,34,267.18,264,1,At Risk,Critical
15410.0,84,122,3450.84,262,2,Promising,High
15411.0,26,99,1358.88,183,2,Promising,Low
15412.0,171,10,190.53,171,1,At Risk,Critical
15414.0,10,39,774.9000000000001,242,2,Promising,Low
15415.0,313,48,572.8100000000001,313,1,At Risk,Critical
15416.0,65,192,3984.32,283,2,Promising,High
15417.0,85,28,508.8,85,1,At Risk,High
15419.0,25,8,135.86,25,0,Champions,Low
15421.0,59,53,950.36,310,1,At Risk,Medium
15422.0,323,6,97.7,323,1,At Risk,Critical
15423.0,38,2,43.5,38,0,Champions,Medium
15424.0,254,17,383.34,254,1,At Risk,Critical
15426.0,19,206,1035.97,257,2,Promising,Low
15427.0,33,306,1483.14,47,2,Promising,Medium
15428.0,15,6,93.78,15,0,Champions,Low
15429.0,27,82,397.35,75,0,Champions,Low
15432.0,23,10,171.19,23,0,Champions,Low
15433.0,214,41,533.3,267,1,At Risk,Critical
15434.0,8,55,1041.48,200,2,Promising,Low
15435.0,22,29,149.29,22,0,Champions,Low
15436.0,12,329,1122.53,234,2,Promising,Low
15437.0,262,45,200.16,262,1,At Risk,Critical
15438.0,131,25,156.57999999999998,131,1,At Risk,Critical
15440.0,55,62,383.68,209,1,At Risk,Medium
15442.0,249,2,594.0,249,1,At Risk,Critical
15443.0,2,382,3236.91,320,2,Promising,Low
15444.0,9,219,1418.26,40,2,Promising,Low
15445.0,264,5,113.5,264,1,At Risk,Critical
15447.0,331,9,155.17,331,1,At Risk,Critical
15448.0,313,28,494.64,313,1,At Risk,Critical
15449.0,26,60,974.52,262,2,Promising,Low
15450.0,30,30,429.84,30,0,Champions,Low
15452.0,30,58,538.73,264,2,Promising,Low
15453.0,2,286,1388.37,188,2,Promising,Low
15454.0,362,25,179.1,362,1,At Risk,Critical
15456.0,283,60,447.22,359,1,At Risk,Critical
15457.0,262,58,237.07,262,1,At Risk,Critical
15458.0,25,7,161.64,25,0,Champions,Low
15460.0,354,58,216.76,354,1,At Risk,Critical
15462.0,94,11,234.6,187,1,At Risk,Critical
15463.0,29,7,126.14,29,0,Champions,Low
15464.0,338,157,1048.85,338,1,At Risk,Critical
15465.0,20,90,6818.87,360,2,Promising,Low
15466.0,85,57,334.53,85,0,Champions,High
15467.0,9,52,524.88,152,2,Promising,Low
15468.0,51,24,467.51,51,0,Champions,Medium
15469.0,50,24,538.55,120,1,At Risk,Medium
15471.0,2,77,469.48,2,0,Champions,Low
15472.0,113,76,371.56,113,1,At Risk,Critical
15473.0,14,11,1771.2,61,0,Champions,Low
15475.0,77,29,454.10999999999996,77,0,Champions,High
15478.0,40,46,1441.42,57,0,Champions,Medium
15480.0,116,45,905.5,116,1,At Risk,Critical
15482.0,16,98,11054.96,359,2,Promising,Low
15483.0,161,88,233.81,267,1,At Risk,Critical
15484.0,1,188,3594.31,78,2,Promising,Low
15485.0,30,63,1624.91,336,2,Promising,Low
15488.0,93,2,91.32000000000001,93,1,At Risk,Critical
15489.0,23,50,1134.28,211,2,Promising,Low
15491.0,95,154,3100.09,236,2,Promising,Critical
15492.0,28,35,659.4599999999999,74,0,Champions,Low
15493.0,33,297,2001.8,271,2,Promising,Medium
15494.0,21,125,1299.23,121,2,Promising,Low
15497.0,18,15,1262.2,320,2,Promising,Low
15498.0,3,484,12339.68,339,2,Promising,Low
15500.0,8,68,1131.56,81,2,Promising,Low
15502.0,16,185,9455.53,276,2,Promising,Low
15503.0,363,70,147.09,363,1,At Risk,Critical
15504.0,81,13,52.83,81,0,Champions,High
15505.0,53,97,3610.96,155,2,Promising,Medium
15506.0,23,164,979.26,139,2,Promising,Low
15507.0,172,46,492.36,172,1,At Risk,Critical
15508.0,189,92,1000.27,235,1,At Risk,Critical
15510.0,331,1,250.0,331,1,At Risk,Critical
15511.0,12,160,909.23,85,2,Promising,Low
15512.0,156,7,121.0,360,1,At Risk,Critical
15513.0,33,293,13444.720000000001,331,2,Promising,Medium
15514.0,12,178,4139.46,364,2,Promising,Low
15516.0,45,15,62.43,47,0,Champions,Medium
15517.0,233,27,267.03,233,1,At Risk,Critical
15518.0,64,214,1942.45,332,2,Promising,High
15520.0,2,18,343.5,2,0,Champions,Low
15521.0,40,185,3000.2,255,2,Promising,Medium
15522.0,33,57,398.84,88,0,Champions,Medium
15523.0,84,10,412.01000000000005,84,1,At Risk,High
15524.0,25,1,440.0,25,0,Champions,Low
15525.0,2,121,511.99,18,0,Champions,Low
15526.0,33,4,148.44,33,0,Champions,Medium
15527.0,19,163,2429.78,354,2,Promising,Low
15528.0,254,26,229.33,254,1,At Risk,Critical
15529.0,23,657,3699.57,364,2,Promising,Low
15530.0,22,108,1502.35,247,2,Promising,Low
15531.0,8,228,2007.44,30,0,Champions,Low
15532.0,25,256,1580.93,358,2,Promising,Low
15533.0,19,83,807.57,89,2,Promising,Low
15535.0,173,75,536.4,328,1,At Risk,Critical
15537.0,163,24,110.92,163,1,At Risk,Critical
15539.0,7,41,538.46,7,0,Champions,Low
15540.0,11,15,213.3,11,0,Champions,Low
15541.0,114,29,85.13000000000001,114,1,At Risk,Critical
15543.0,288,28,127.86,288,1,At Risk,Critical
15544.0,9,233,3192.17,302,2,Promising,Low
15545.0,54,50,157.39000000000001,54,0,Champions,Medium
15547.0,7,702,4954.84,362,2,Promising,Low
15549.0,77,115,1693.26,316,2,Promising,High
15550.0,4,61,575.63,302,2,Promising,Low
15551.0,37,29,436.06,37,0,Champions,Medium
15552.0,217,17,90.12,217,1,At Risk,Critical
15553.0,60,56,437.23,60,0,Champions,Medium
15554.0,278,14,217.2,278,1,At Risk,Critical
15555.0,12,867,4606.74,365,2,Promising,Low
15556.0,24,31,279.77,24,0,Champions,Low
15557.0,29,20,473.65000000000003,29,0,Champions,Low
15561.0,12,27,800.59,216,2,Promising,Low
15562.0,352,1,134.55,352,1,At Risk,Critical
15563.0,22,113,1400.44,359,2,Promising,Low
15565.0,50,8,173.16,71,0,Champions,Medium
15567.0,19,7,186.01,19,0,Champions,Low
15568.0,3,53,758.29,73,0,Champions,Low
15569.0,104,31,1375.71,332,1,At Risk,Critical
15570.0,7,279,3647.87,363,2,Promising,Low
15571.0,12,57,650.4300000000001,78,0,Champions,Low
15572.0,5,215,2552.86,278,2,Promising,Low
15573.0,32,104,607.45,86,0,Champions,Medium
15574.0,178,47,326.6,359,1,At Risk,Critical
15576.0,38,45,940.6700000000001,38,0,Champions,Medium
15577.0,151,39,258.88,305,1,At Risk,Critical
15578.0,162,13,127.1,162,1,At Risk,Critical
15579.0,69,51,348.6,314,1,At Risk,High
15581.0,121,128,3407.63,355,2,Promising,Critical
15582.0,25,44,682.9100000000001,220,2,Promising,Low
15584.0,24,123,725.11,162,2,Promising,Low
15585.0,177,31,455.3,177,1,At Risk,Critical
15587.0,50,9,913.6800000000001,352,1,At Risk,Medium
15589.0,256,29,478.53000000000003,311,1,At Risk,Critical
15592.0,47,24,388.58,47,0,Champions,Medium
15593.0,71,5,199.8,71,0,Champions,High
15594.0,16,103,1771.78,235,2,Promising,Low
15596.0,101,77,1406.59,365,2,Promising,Critical
15597.0,35,22,324.57,35,0,Champions,Medium
15598.0,53,14,240.68,53,0,Champions,Medium
15599.0,27,52,761.74,204,2,Promising,Low
15601.0,11,362,6008.18,358,2,Promising,Low
15602.0,8,43,1205.32,361,2,Promising,Low
15603.0,79,2,48.480000000000004,79,1,At Risk,High
15604.0,52,17,216.39,52,0,Champions,Medium
15605.0,36,55,1003.38,290,2,Promising,Medium
15606.0,61,77,2920.16,325,2,Promising,High
15607.0,337,13,104.76,337,1,At Risk,Critical
15608.0,28,60,1093.68,121,2,Promising,Low
15609.0,184,16,298.48,184,1,At Risk,Critical
15610.0,52,6,112.46000000000001,52,0,Champions,Medium
15611.0,10,43,1591.45,335,2,Promising,Low
15612.0,36,6,195.15,62,0,Champions,Medium
15615.0,10,423,10399.74,359,2,Promising,Low
15618.0,33,45,776.851,137,2,Promising,Medium
15619.0,11,3,336.40000000000003,11,0,Champions,Low
15620.0,57,100,1553.18,358,2,Promising,Medium
15621.0,4,16,1293.03,22,0,Champions,Low
15622.0,43,185,3709.56,282,2,Promising,Medium
15623.0,141,19,301.03,141,1,At Risk,Critical
15624.0,117,34,588.13,256,1,At Risk,Critical
15625.0,104,64,1534.26,235,2,Promising,Critical
15626.0,75,49,675.8,330,1,At Risk,High
15628.0,5,136,2551.06,255,2,Promising,Low
15630.0,45,60,1186.35,205,2,Promising,Medium
15632.0,16,167,3285.31,275,2,Promising,Low
15634.0,17,15,243.55,17,0,Champions,Low
15636.0,90,25,724.76,282,1,At Risk,High
15637.0,53,15,223.36,53,0,Champions,Medium
15639.0,134,25,425.32,134,1,At Risk,Critical
15640.0,4,477,12181.94,361,2,Promising,Low
15641.0,105,119,1887.2,359,2,Promising,Critical
15643.0,192,33,664.0,282,1,At Risk,Critical
15644.0,166,238,813.0,261,2,Promising,Critical
15645.0,19,52,612.01,19,0,Champions,Low
15646.0,158,18,257.84000000000003,247,1,At Risk,Critical
15648.0,204,25,657.35,267,1,At Risk,Critical
15649.0,336,1,306.0,336,1,At Risk,Critical
15651.0,37,32,646.3,261,1,At Risk,Medium
15652.0,91,21,337.74,91,1,At Risk,Critical
15653.0,93,6,877.4399999999999,116,1,At Risk,Critical
15654.0,9,21,922.53,26,0,Champions,Low
15655.0,243,34,560.67,243,1,At Risk,Critical
15656.0,45,47,748.5,284,1,At Risk,Medium
15657.0,23,1,30.0,23,0,Champions,Low
15658.0,190,34,717.9,310,1,At Risk,Critical
15659.0,44,11,306.45,44,0,Champions,Medium
15660.0,25,80,1391.56,283,2,Promising,Low
15661.0,317,5,309.8,339,1,At Risk,Critical
15663.0,106,9,138.14,106,1,At Risk,Critical
15664.0,51,17,386.43,51,0,Champions,Medium
15665.0,168,116,2242.01,243,2,Promising,Critical
15667.0,40,13,301.32,40,0,Champions,Medium
15668.0,218,1,76.32000000000001,218,1,At Risk,Critical
15669.0,40,33,684.34,264,1,At Risk,Medium
15670.0,297,12,173.05,297,1,At Risk,Critical
15671.0,19,78,2657.13,271,2,Promising,Low
15673.0,88,155,2881.02,327,2,Promising,High
15674.0,73,114,2446.6,255,2,Promising,High
15675.0,81,21,323.69,280,1,At Risk,High
15676.0,19,202,3435.76,284,2,Promising,Low
15677.0,49,33,657.23,49,0,Champions,Medium
15678.0,53,12,352.7,53,0,Champions,Medium
15679.0,24,110,781.28,183,2,Promising,Low
15680.0,9,48,854.79,40,0,Champions,Low
15681.0,25,53,1426.16,280,2,Promising,Low
15683.0,117,10,193.75,117,1,At Risk,Critical
15687.0,9,166,2993.1,330,2,Promising,Low
15689.0,120,9,254.1,362,1,At Risk,Critical
15690.0,4,19,239.76,101,0,Champions,Low
15691.0,252,2,136.8,252,1,At Risk,Critical
15692.0,28,12,191.04,28,0,Champions,Low
15694.0,1,66,5647.07,361,2,Promising,Low
15695.0,267,22,409.98,267,1,At Risk,Critical
15696.0,33,171,2736.46,327,2,Promising,Medium
15699.0,18,18,309.65,18,0,Champions,Low
15700.0,172,86,696.68,173,1,At Risk,Critical
15701.0,2,237,1542.14,111,2,Promising,Low
15703.0,265,5,211.5,265,1,At Risk,Critical
15704.0,140,117,2293.62,216,2,Promising,Critical
15705.0,201,6,143.1,201,1,At Risk,Critical
15706.0,64,55,1060.56,116,1,At Risk,High
15707.0,35,214,945.58,86,2,Promising,Medium
15708.0,41,246,3013.56,335,2,Promising,Medium
15709.0,284,6,133.25,284,1,At Risk,Critical
15712.0,9,53,1072.3600000000001,288,2,Promising,Low
15713.0,143,10,185.55,143,1,At Risk,Critical
15714.0,12,35,330.88,78,0,Champions,Low
15716.0,146,80,571.71,257,1,At Risk,Critical
15717.0,234,7,150.3,234,1,At Risk,Critical
15719.0,33,937,5045.61,338,2,Promising,Medium
15720.0,24,128,598.73,24,0,Champions,Low
15721.0,12,91,507.08,12,0,Champions,Low
15722.0,36,69,2222.56,291,2,Promising,Medium
15723.0,365,41,203.1,365,1,At Risk,Critical
15724.0,201,11,218.25,285,1,At Risk,Critical
15725.0,15,32,415.25,15,0,Champions,Low
15727.0,17,302,5178.96,359,2,Promising,Low
15729.0,213,5,85.0,213,1,At Risk,Critical
15730.0,66,70,1120.88,207,2,Promising,High
15732.0,212,9,156.02,212,1,At Risk,Critical
15733.0,283,10,162.3,283,1,At Risk,Critical
15734.0,115,26,1339.45,200,1,At Risk,Critical
15737.0,15,72,1205.1200000000001,243,2,Promising,Low
15738.0,19,159,4482.77,326,2,Promising,Low
15739.0,66,8,449.12,66,0,Champions,High
15740.0,49,9,154.88,49,0,Champions,Medium
15743.0,16,88,784.46,185,2,Promising,Low
15744.0,78,3,34.8,78,0,Champions,High
15745.0,19,62,1094.59,236,2,Promising,Low
15746.0,134,28,196.88,134,1,At Risk,Critical
15747.0,13,93,974.04,173,2,Promising,Low
15748.0,40,21,149.31,40,0,Champions,Medium
15749.0,235,10,44534.3,332,2,Promising,Critical
15750.0,3,274,2124.96,283,2,Promising,Low
15752.0,40,397,2377.73,277,2,Promising,Medium
15753.0,305,1,79.2,305,1,At Risk,Critical
15754.0,51,28,458.57,247,1,At Risk,Medium
15755.0,10,141,2364.25,295,2,Promising,Low
15756.0,61,192,532.96,249,2,Promising,High
15757.0,66,45,714.42,218,1,At Risk,High
15758.0,25,9,205.25,25,0,Champions,Low
15759.0,218,7,253.04,358,1,At Risk,Critical
15762.0,65,37,583.75,77,0,Champions,High
15763.0,32,61,1086.92,78,0,Champions,Medium
15764.0,88,180,3279.97,277,2,Promising,High
15766.0,64,11,315.06,64,0,Champions,High
15768.0,116,27,621.8299999999999,226,1,At Risk,Critical
15769.0,7,129,56160.92,339,2,Promising,Low
15773.0,6,10,635.6800000000001,6,0,Champions,Low
15774.0,69,25,270.8,69,0,Champions,High
15775.0,245,7,104.9,245,1,At Risk,Critical
15776.0,133,18,241.62,133,1,At Risk,Critical
15777.0,241,21,1047.11,361,1,At Risk,Critical
15780.0,184,29,475.28000000000003,358,1,At Risk,Critical
15781.0,25,20,345.46,306,1,At Risk,Low
15782.0,10,43,2614.7400000000002,89,2,Promising,Low
15783.0,11,14,246.3,11,0,Champions,Low
15785.0,33,83,2328.9700000000003,295,2,Promising,Medium
15786.0,46,267,4932.2,114,2,Promising,Medium
15787.0,26,206,948.05,61,2,Promising,Low
15789.0,358,25,351.3,358,1,At Risk,Critical
15790.0,10,35,220.85,10,0,Champions,Low
15791.0,44,75,1612.69,204,2,Promising,Medium
15793.0,15,12,965.61,269,1,At Risk,Low
15795.0,150,42,610.01,150,1,At Risk,Critical
15796.0,1,133,2711.56,302,2,Promising,Low
15797.0,113,8,2207.4,319,1,At Risk,Critical
15799.0,76,98,884.14,334,2,Promising,High
15800.0,107,119,699.08,247,1,At Risk,Critical
15801.0,46,64,1063.95,110,2,Promising,Medium
15802.0,143,1,451.42,143,1,At Risk,Critical
15803.0,51,8,415.82000000000005,51,0,Champions,Medium
15804.0,1,262,4206.39,199,2,Promising,Low
15805.0,23,301,5528.4800000000005,365,2,Promising,Low
15806.0,46,31,784.58,277,1,At Risk,Medium
15807.0,50,48,903.9,77,0,Champions,Medium
15808.0,306,144,2713.52,361,2,Promising,Critical
15809.0,36,35,515.77,303,1,At Risk,Medium
15810.0,79,89,1391.98,297,2,Promising,High
15811.0,22,133,2218.62,365,2,Promising,Low
15812.0,107,41,1801.14,318,1,At Risk,Critical
15813.0,208,40,1303.9099999999999,240,1,At Risk,Critical
15814.0,17,72,1945.33,51,0,Champions,Low
15815.0,64,49,2100.6,260,2,Promising,High
15819.0,49,123,1905.45,277,2,Promising,Medium
15820.0,320,17,206.98,320,1,At Risk,Critical
15821.0,44,62,570.96,61,0,Champions,Medium
15822.0,3,33,885.47,359,2,Promising,Low
15825.0,172,20,532.94,172,1,At Risk,Critical
15826.0,56,68,1654.31,211,2,Promising,Medium
15827.0,73,101,1645.16,316,2,Promising,High
15829.0,99,51,636.14,141,1,At Risk,Critical
15830.0,38,39,576.0,38,0,Champions,Medium
15831.0,58,68,801.76,324,2,Promising,Medium
15832.0,254,54,836.79,254,1,At Risk,Critical
15834.0,70,273,2233.75,277,2,Promising,High
15835.0,44,50,954.09,331,2,Promising,Medium
15836.0,50,10,137.37,50,0,Champions,Medium
15837.0,65,24,391.98,65,0,Champions,High
15838.0,11,164,32685.58,311,2,Promising,Low
15839.0,33,62,1048.49,148,2,Promising,Medium
15840.0,59,27,355.56,173,1,At Risk,Medium
15841.0,73,47,1224.06,339,1,At Risk,High
15843.0,304,8,118.95000000000002,304,1,At Risk,Critical
15844.0,46,11,130.73999999999998,46,0,Champions,Medium
15845.0,18,138,3711.77,337,2,Promising,Low
15847.0,38,22,389.27,288,1,At Risk,Medium
15850.0,19,97,238.85,168,2,Promising,Low
15852.0,187,22,160.71,197,1,At Risk,Critical
15853.0,52,30,110.8,52,0,Champions,Medium
15854.0,4,140,2974.65,362,2,Promising,Low
15855.0,137,80,712.24,264,1,At Risk,Critical
15856.0,4,645,16387.57,365,2,Promising,Low
15857.0,19,14,297.0,19,0,Champions,Low
15858.0,16,147,1054.92,289,2,Promising,Low
15860.0,41,127,874.5500000000001,253,2,Promising,Medium
15861.0,12,546,3165.36,267,2,Promising,Low
15862.0,8,83,478.65,204,2,Promising,Low
15863.0,26,18,68.84,193,1,At Risk,Low
15864.0,22,20,1936.3200000000002,316,2,Promising,Low
15865.0,41,40,895.13,214,1,At Risk,Medium
15866.0,101,45,230.53,101,1,At Risk,Critical
15867.0,5,432,3699.7400000000002,361,2,Promising,Low
15869.0,277,15,149.64,277,1,At Risk,Critical
15870.0,33,76,354.09000000000003,33,0,Champions,Medium
15872.0,15,128,360.93,15,0,Champions,Low
15874.0,64,120,4405.88,284,2,Promising,High
15877.0,2,129,493.28,18,0,Champions,Low
15881.0,312,29,501.39000000000004,364,1,At Risk,Critical
15882.0,199,7,145.04000000000002,199,1,At Risk,Critical
15883.0,2,49,396.48,33,0,Champions,Low
15885.0,93,18,379.35,309,1,At Risk,Critical
15886.0,60,12,181.09,60,0,Champions,Medium
15888.0,81,12,168.31,81,0,Champions,High
15889.0,157,27,148.95,157,1,At Risk,Critical
15891.0,227,62,524.52,227,1,At Risk,Critical
15894.0,253,3,106.81,253,1,At Risk,Critical
15895.0,150,11,179.17,150,1,At Risk,Critical
15897.0,194,24,222.05,194,1,At Risk,Critical
15898.0,1,22,867.19,265,2,Promising,Low
15900.0,24,51,351.11,24,0,Champions,Low
15901.0,17,116,363.88,155,2,Promising,Low
15903.0,10,74,5126.76,295,2,Promising,Low
15904.0,8,30,164.68,8,0,Champions,Low
15906.0,20,150,1567.69,255,2,Promising,Low
15907.0,4,249,967.45,210,2,Promising,Low
15909.0,174,7,191.94,174,1,At Risk,Critical
15910.0,1,267,1232.18,317,2,Promising,Low
15912.0,178,19,264.62,233,1,At Risk,Critical
15916.0,16,142,1295.64,330,2,Promising,Low
15917.0,248,12,123.1,248,1,At Risk,Critical
15918.0,191,40,334.23,271,1,At Risk,Critical
15919.0,20,94,369.17,20,0,Champions,Low
15920.0,154,60,167.5,154,1,At Risk,Critical
15921.0,173,25,336.03000000000003,173,1,At Risk,Critical
15925.0,194,12,207.15,194,1,At Risk,Critical
15930.0,67,21,426.63,67,0,Champions,High
15932.0,4,115,2495.87,289,2,Promising,Low
15933.0,21,74,1107.46,87,2,Promising,Low
15935.0,239,12,416.86,242,1,At Risk,Critical
15937.0,64,7,145.35,64,0,Champions,High
15938.0,112,18,404.58,324,1,At Risk,Critical
15939.0,90,76,6115.01,332,2,Promising,High
15940.0,311,1,35.8,311,1,At Risk,Critical
15942.0,134,14,337.44,134,1,At Risk,Critical
15944.0,277,6,325.1,277,1,At Risk,Critical
15945.0,365,2,181.0,365,1,At Risk,Critical
15947.0,83,29,1708.24,83,1,At Risk,High
15948.0,8,60,955.24,44,0,Champions,Low
15949.0,17,19,364.72,71,0,Champions,Low
15950.0,32,98,1765.51,360,2,Promising,Medium
15951.0,9,41,708.22,286,2,Promising,Low
15952.0,34,91,806.57,225,2,Promising,Medium
15953.0,15,82,1449.54,332,2,Promising,Low
15955.0,24,163,3843.88,244,2,Promising,Low
15957.0,32,42,428.89,32,0,Champions,Medium
15958.0,74,7,104.35,74,0,Champions,High
15963.0,20,28,470.76,45,0,Champions,Low
15965.0,17,106,689.45,29,0,Champions,Low
15967.0,23,84,418.83,319,2,Promising,Low
15969.0,3,20,666.1,186,2,Promising,Low
15970.0,304,11,314.1,304,1,At Risk,Critical
15971.0,18,35,4199.85,311,2,Promising,Low
15974.0,39,176,3442.15,289,2,Promising,Medium
15975.0,84,24,371.01,84,1,At Risk,High
15976.0,165,98,430.94,220,1,At Risk,Critical
15977.0,17,65,1054.73,39,0,Champions,Low
15978.0,77,49,1098.78,77,0,Champions,High
15980.0,89,43,2398.86,254,2,Promising,High
15981.0,25,97,3408.48,311,2,Promising,Low
15983.0,22,57,651.47,361,2,Promising,Low
15984.0,3,265,2714.97,338,2,Promising,Low
15985.0,123,37,1142.42,237,1,At Risk,Critical
15986.0,30,14,168.12,30,0,Champions,Low
15987.0,12,131,1337.8,219,2,Promising,Low
15988.0,19,27,158.03,19,0,Champions,Low
15990.0,44,52,792.11,287,2,Promising,Medium
15992.0,4,3,41.989999999999995,4,0,Champions,Low
15993.0,9,552,2797.57,44,2,Promising,Low
15994.0,55,35,427.07,55,0,Champions,Medium
15996.0,88,98,797.4300000000001,285,2,Promising,High
15998.0,37,506,3089.97,362,2,Promising,Medium
16000.0,3,9,12393.7,3,0,Champions,Low
16003.0,30,103,2735.37,360,2,Promising,Low
16005.0,12,218,615.39,271,2,Promising,Low
16006.0,211,8,101.4,211,1,At Risk,Critical
16007.0,48,385,1701.94,215,2,Promising,Medium
16008.0,24,33,478.78,205,1,At Risk,Low
16009.0,22,90,992.71,160,2,Promising,Low
16010.0,246,86,407.5,363,1,At Risk,Critical
16011.0,8,190,3124.7599999999998,362,2,Promising,Low
16012.0,35,94,1415.29,155,2,Promising,Medium
16013.0,4,136,36068.6,359,2,Promising,Low
